"Tray","Range","Plot","Rep","Entry","Spike_image_number","Anther_image_number","Awn_or_awnless","Reps_matching","Variety","Days_to_heading","Date_of_anther_sampling","Number_of_heads_for_yield_comps","Number_of_heads_for_anthers","Number_of_heads_for_spikelets","Weight_g","Number_of_seeds","Spikelets_per_image","Number_of_anthers","Area_of_anthers_per_spike","Number_of_anthers_per_spike","Area_per_anther","Area_per_spike","Thousand_kernel_weight","Kernels_per_spike","Spikelets_per_spike"
14,9,1076,2,"HG18056","IMG-1084.JPG","DSC-0707.JPG",0,1,"AR99015-2-1",117,121,11,4,6,18,525,95,79,7.27,19.75,0.368101265822785,632.6858333,34.2857142857143,47.7272727272727,15.8333333333333
14,7,1066,2,"HG18501","IMG-1085.JPG","DSC-0294.JPG",1,1,"VA09MAS6-122-7-1-1",117,119,10,4,6,13.4,357,84,120,5.31,30,0.177,931.4291667,37.5350140056022,35.7,14
14,18,1111,2,"HG18284","IMG-1086.JPG","DSC-0303.JPG",0,1,"NC05-19896",117,119,11,4,6,12,313,103,167,23.5,41.75,0.562874251497006,808.4758333,38.3386581469649,28.4545454545455,17.1666666666667
14,9,1075,2,"HG18242","IMG-1087.JPG","DSC-0709.JPG",1,1,"LA05145D-118",117,121,10,4,6,20.1,526,111,34,3.34,8.5,0.392941176470588,1535.411667,38.212927756654,52.6,18.5
14,20,1118,2,"HG18246","IMG-1088.JPG","DSC-0594.JPG",1,1,"LA05145D-66",116,121,10,4,6,13.6,357,99,46,3.25,11.5,0.282608695652174,1135.448,38.0952380952381,35.7,16.5
14,20,1119,2,"HG18486","IMG-1089.JPG","DSC-0592.JPG",1,1,"GA08261-15E7",117,121,12,4,6,17.4,379,99,9,1.06,2.25,0.471111111111111,1249.882667,45.910290237467,31.5833333333333,16.5
14,17,1105,2,"HG18421","IMG-1090.JPG","DSC-0228.JPG",1,1,"TX14D8283",115,119,10,4,6,20,526,117,81,9.82,20.25,0.484938271604938,1360.7505,38.0228136882129,52.6,19.5
14,20,1120,2,"HG18332","IMG-1091.JPG","DSC-0240.JPG",0,1,"NC11-20553",115,119,12,4,6,18.4,518,100,170,21.21,42.5,0.499058823529412,759.1476667,35.5212355212355,43.1666666666667,16.6666666666667
14,15,1100,2,"HG18345","IMG-1092.JPG","DSC-0601.JPG",0,1,"NC12-21164",117,121,11,4,6,16.3,522,117,79,10.17,19.75,0.514936708860759,851.1988333,31.2260536398467,47.4545454545455,19.5
14,20,1117,2,"HG18350","IMG-1093.JPG","DSC-0296.JPG",1,1,"NC13-20076",117,119,10,4,6,16.6,496,115,109,11.6,27.25,0.425688073394495,1746.071167,33.4677419354839,49.6,19.1666666666667
14,6,1061,2,"HG18159","IMG-1094.JPG",NA,0,1,"GA051335-13E13",119,NA,10,NA,7,12.9,415,138,NA,NA,NA,NA,1049.500333,31.0843373493976,41.5,19.7142857142857
14,17,1106,2,"HG18166","IMG-1095.JPG","DSC-0297.JPG",1,1,"GA06112-13EE16",117,119,10,4,6,16,339,85,77,7.45,19.25,0.387012987012987,1326.401333,47.1976401179941,33.9,14.1666666666667
14,9,1074,2,"HG18329","IMG-1096.JPG","DSC-0751.JPG",0,1,"NC10-24889",117,121,10,4,6,16.8,414,94,38,4.06,9.5,0.427368421052632,646.1695,40.5797101449275,41.4,15.6666666666667
14,14,1093,2,"HG18489","IMG-1097.JPG",NA,1,1,"LA09225C-33-3",119,NA,10,NA,6,13.7,359,108,NA,NA,NA,NA,1234.8525,38.1615598885794,35.9,18
14,19,1116,2,"HG18395","IMG-1098.JPG","DSC-0590.JPG",1,0,"TX12D4845",117,121,10,4,6,17.9,471,109,32,2.34,8,0.2925,1459.136667,38.0042462845011,47.1,18.1666666666667
14,11,1083,2,"HG18059","IMG-1099.JPG","DSC-0705.JPG",1,1,"AR99016-1-2",117,121,10,4,6,17.7,464,112,52,5.74,13,0.441538461538462,1251.358667,38.1465517241379,46.4,18.6666666666667
14,15,1098,2,"HG18209","IMG-1100.JPG","DSC-0588.JPG",1,1,"LA01110D-81-1-B",117,121,11,4,6,20,477,106,30,3.31,7.5,0.441333333333333,1075.577,41.9287211740042,43.3636363636364,17.6666666666667
14,19,1114,2,"HG18365","IMG-1101.JPG","DSC-0300.JPG",0,1,"NC9485-14",116,119,10,4,6,11.8,334,96,125,14.99,31.25,0.47968,600.4093333,35.3293413173653,33.4,16
14,16,1101,2,"HG18300","IMG-1102.JPG","DSC-0587.JPG",0,1,"NC07-21020",118,121,10,4,6,8.9,363,103,85,11.74,21.25,0.552470588235294,587.8203333,24.5179063360882,36.3,17.1666666666667
14,7,1068,2,"HG18546","IMG-1103.JPG",NA,1,1,"GA09436-16LE12",120,NA,9,NA,6,20.5,536,121,NA,NA,NA,NA,1279.492833,38.2462686567164,59.5555555555556,20.1666666666667
14,10,1078,2,"HG18396","IMG-1104.JPG","DSC-0703.JPG",1,1,"TX12D4858",118,121,10,4,6,17.6,386,111,31,3.53,7.75,0.455483870967742,1014.304167,45.5958549222798,38.6,18.5
14,19,1113,2,"HG18339","IMG-1105.JPG","DSC-0290.JPG",0,1,"NC11-22715",117,119,10,4,6,12.8,380,107,48,4.95,12,0.4125,692.7786667,33.6842105263158,38,17.8333333333333
14,8,1070,2,"HG18571","IMG-1106.JPG","DSC-0702.JPG",0,1,"NC14-20658",117,121,12,4,6,16.9,516,111,75,2.95,18.75,0.157333333333333,841.2038333,32.7519379844961,43,18.5
14,17,1107,2,"HG18318","IMG-1107.JPG","DSC-0301.JPG",0,1,"NC10034-11",117,119,11,4,6,13.3,465,90,112,14.2,28,0.507142857142857,547.6865,28.6021505376344,42.2727272727273,15
14,12,1088,2,"HG18259","IMG-1108.JPG",NA,1,1,"LA08090C-26-3",119,NA,10,NA,6,13.9,470,122,NA,NA,NA,NA,1649.664833,29.5744680851064,47,20.3333333333333
14,13,1091,2,"HG18467","IMG-1109.JPG","DSC-0307.JPG",1,1,"ARS12-105",117,119,10,4,6,14.2,374,110,137,16.3,34.25,0.475912408759124,767.2621667,37.9679144385027,37.4,18.3333333333333
14,19,1115,2,"HG18492","IMG-1110.JPG","DSC-0593.JPG",1,1,"LA12275DH-128",117,121,10,4,6,16.3,370,109,49,5.19,12.25,0.423673469387755,1447.2305,44.0540540540541,37,18.1666666666667
15,1,1121,2,"Check","IMG-1111.JPG","DSC-0591.JPG",1,1,"AGS2055",118,121,10,4,6,20.3,474,119,73,10.56,18.25,0.578630136986301,1354.003667,42.8270042194093,47.4,19.8333333333333
14,7,1067,2,"HG18152","IMG-1112.JPG","DSC-0675.JPG",1,0,"GA04434-13E52",118,121,11,4,6,24.2,708,125,82,9.71,20.5,0.473658536585366,1187.986,34.180790960452,64.3636363636364,20.8333333333333
14,16,1103,2,"HG18498","IMG-1113.JPG","DSC-0606.JPG",0,1,"VA07MAS1-7047-1-1-4-2",117,121,10,4,6,13.9,401,108,63,5.4,15.75,0.342857142857143,729.8168333,34.6633416458853,40.1,18
14,14,1094,2,"HG18336","IMG-1114.JPG","DSC-0717.JPG",0,1,"NC11-21982",117,121,10,4,6,11.9,372,106,109,16.26,27.25,0.596697247706422,645.3041667,31.989247311828,37.2,17.6666666666667
14,10,1077,2,"HG18592","IMG-1115.JPG","DSC-0708.JPG",1,1,"TX15D9607",117,121,10,4,6,21.6,558,100,133,15.01,33.25,0.451428571428571,1001.147333,38.7096774193548,55.8,16.6666666666667
14,16,1102,2,"HG18057","IMG-1116.JPG","DSC-0374.JPG",1,1,"AR99015-3-1",117,121,10,4,6,11.3,385,129,37,3.88,9.25,0.419459459459459,1603.3935,29.3506493506494,38.5,21.5
14,17,1108,2,"HG18346","IMG-1117.JPG","DSC-0602.JPG",0,1,"NC12-21224",118,121,10,4,6,14,429,98,50,6.32,12.5,0.5056,563.489,32.6340326340326,42.9,16.3333333333333
14,15,1097,2,"HG18516","IMG-1118.JPG",NA,1,1,"ARLW08090D-19-1",118,NA,10,NA,6,16.1,500,115,NA,NA,NA,NA,1831.230333,32.2,50,19.1666666666667
14,11,1081,2,"HG18173","IMG-1119.JPG","DSC-0674.JPG",0,1,"GA06489-14LE8",118,121,10,4,6,19.3,564,127,52,7.98,13,0.613846153846154,940.745,34.2198581560284,56.4,21.1666666666667
14,6,1063,2,"HG18169","IMG-1120.JPG","DSC-0673.JPG",1,1,"GA061471-LE38",119,121,10,4,6,22.8,581,119,42,1.84,10.5,0.175238095238095,1136.839333,39.2426850258176,58.1,19.8333333333333
14,3,1052,2,"HG18241","IMG-1121.JPG",NA,1,1,"LA05130D-P5",119,NA,10,NA,6,20.3,467,96,NA,NA,NA,NA,1252.2725,43.4689507494647,46.7,16
14,11,1082,2,"HG18443","IMG-1122.JPG","DSC-0713.JPG",0,1,"VA09W-46",117,121,10,4,6,17.7,505,106,83,10.51,20.75,0.506506024096386,646.6991667,35.049504950495,50.5,17.6666666666667
14,14,1096,2,"HG18390","IMG-1123.JPG","DSC-0397.JPG",0,0,"TX12D4700",117,121,10,4,6,15.2,435,126,64,6.8,16,0.425,1075.004667,34.9425287356322,43.5,21
14,15,1099,2,"HG18564","IMG-1124.JPG","DSC-0377.JPG",1,1,"LW08195C-47-2",117,121,10,4,6,16,459,118,51,5.37,12.75,0.421176470588235,1638.8445,34.8583877995643,45.9,19.6666666666667
14,14,1095,2,"HG18477","IMG-1125.JPG","DSC-0376.JPG",0,1,"FLLA10043C-4",117,121,10,4,6,10.3,319,106,59,5.71,14.75,0.387118644067797,888.7698333,32.2884012539185,31.9,17.6666666666667
14,13,1089,2,"HG18428","IMG-1126.JPG","DSC-0714.JPG",1,1,"TX14D8444",118,121,10,4,6,16.3,374,88,64,5.23,16,0.326875,1369.0185,43.5828877005348,37.4,14.6666666666667
14,8,1071,2,"HG18294","IMG-1127.JPG","DSC-0752.JPG",0,1,"NC06-20288",117,121,10,4,6,17.4,470,105,57,6.36,14.25,0.446315789473684,853.5175,37.0212765957447,47,17.5
14,12,1086,2,"HG18001","IMG-1128.JPG","DSC-0706.JPG",1,1,"AGS2060",118,121,10,4,6,10.6,320,115,47,3.49,11.75,0.297021276595745,1201.966833,33.125,32,19.1666666666667
14,18,1109,2,"HG18305","IMG-1129.JPG",NA,0,1,"NC07-24337",118,NA,10,NA,6,10.9,297,90,NA,NA,NA,NA,627.4828333,36.7003367003367,29.7,15
14,8,1072,2,"HG18490","IMG-1130.JPG","DSC-0295.JPG",1,1,"LA12080DH-74",116,119,10,4,6,11.5,290,106,109,15.57,27.25,0.571376146788991,1498.831667,39.6551724137931,29,17.6666666666667
14,8,1069,2,"HG18114","IMG-1131.JPG","DSC-0861.JPG",1,1,"GA001142-9E23",120,123,12,4,6,16.9,488,116,68,7.95,17,0.467647058823529,1783.967667,34.6311475409836,40.6666666666667,19.3333333333333
14,18,1110,2,"HG18341","IMG-1132.JPG","DSC-0583.JPG",0,1,"NC11-23321",116,121,11,4,6,14.9,469,111,36,4.11,9,0.456666666666667,705.3728333,31.7697228144989,42.6363636363636,18.5
14,13,1090,2,"HG18250","IMG-1133.JPG","DSC-0308.JPG",1,1,"LA06069E-P01",117,119,10,4,6,19.8,416,84,97,10.12,24.25,0.417319587628866,1135.896167,47.5961538461539,41.6,14
14,3,1050,2,"HG18005","IMG-1134.JPG","DSC-0710.JPG",1,1,"AR00090-1-1",117,121,10,4,6,12.9,332,110,59,1.77,14.75,0.12,1071.424667,38.855421686747,33.2,18.3333333333333
14,6,1062,2,"HG18538","IMG-1135.JPG","DSC-0676.JPG",1,1,"GA081298-16LE1",117,121,10,4,6,16.9,434,119,40,3.55,10,0.355,1233.359167,38.9400921658986,43.4,19.8333333333333
14,4,1055,2,"HG18427","IMG-1136.JPG","DSC-0672.JPG",1,1,"TX14D8440",118,121,11,4,6,15.4,381,104,36,2.91,9,0.323333333333333,1207.309667,40.4199475065617,34.6363636363636,17.3333333333333
14,9,1073,2,"HG18534","IMG-1137.JPG","DSC-0298.JPG",1,1,"FLTX15D9222",120,119,10,4,6,20.2,527,107,138,15.12,34.5,0.438260869565217,1469.622,38.3301707779886,52.7,17.8333333333333
14,5,1057,2,"HG18222","IMG-1138.JPG","DSC-0671.JPG",1,0,"LA02015E58",117,121,10,4,6,18.8,517,98,69,7.5,17.25,0.434782608695652,1044.789667,36.3636363636364,51.7,16.3333333333333
14,5,1059,2,"HG18334","IMG-1139.JPG","DSC-0302.JPG",0,1,"NC11-21447",117,119,10,4,6,12.2,382,92,105,13.57,26.25,0.516952380952381,643.1675,31.9371727748691,38.2,15.3333333333333
14,10,1080,2,"HG18041","IMG-1140.JPG","DSC-0753.JPG",1,1,"AR06045-16-4",117,121,10,4,6,13.4,403,125,46,4.75,11.5,0.41304347826087,1728.6685,33.2506203473945,40.3,20.8333333333333
14,6,1064,2,"HG18235","IMG-1141.JPG",NA,1,1,"LA04089D-P10",119,NA,10,NA,6,20.9,519,118,NA,NA,NA,NA,1229.786833,40.2697495183044,51.9,19.6666666666667
14,10,1079,2,"HG18272","IMG-1142.JPG","DSC-0716.JPG",1,1,"LA09056C-P10",117,121,10,4,6,13.5,353,103,19,2.33,4.75,0.490526315789474,1251.390833,38.2436260623229,35.3,17.1666666666667
14,11,1084,2,"HG18147","IMG-1143.JPG",NA,1,1,"GA041271-10E39",121,NA,10,NA,6,21.1,656,127,NA,NA,NA,NA,1105.030333,32.1646341463415,65.6,21.1666666666667
14,4,1056,2,"HG18441","IMG-1144.JPG",NA,0,1,"VA09W-110",119,NA,10,NA,6,14.2,490,110,NA,NA,NA,NA,746.0826667,28.9795918367347,49,18.3333333333333
14,5,1058,2,"HG18375","IMG-1145.JPG","DSC-0299.JPG",0,1,"SCLA1084A1",117,119,10,4,6,21.2,444,106,119,12.5,29.75,0.420168067226891,819.3188333,47.7477477477477,44.4,17.6666666666667
14,3,1049,2,"HG18253","IMG-1146.JPG","DSC-0748.JPG",0,0,"LA07040D-P01",118,121,10,4,6,17,492,110,115,12.56,28.75,0.436869565217391,811.6405,34.5528455284553,49.2,18.3333333333333
13,1,964,2,"Check","IMG-1147.JPG",NA,1,1,"Hilliard",116,NA,10,NA,6,15.1,407,106,NA,NA,NA,NA,1378.6375,37.1007371007371,40.7,17.6666666666667
14,5,1060,2,"HG18572","IMG-1148.JPG","DSC-0670.JPG",0,1,"NC14-20985",118,121,10,4,6,15.9,451,104,25,2.87,6.25,0.4592,853.5396667,35.2549889135255,45.1,17.3333333333333
14,4,1054,2,"HG18249","IMG-1149.JPG","DSC-0862.JPG",1,1,"LA06052E-P07",120,123,10,4,6,12,345,104,35,3.71,8.75,0.424,1335.773,34.7826086956522,34.5,17.3333333333333
12,11,923,2,"HG18263","IMG-1150.JPG","DSC-0636.JPG",1,1,"LA08155C-67",117,121,10,4,6,12.9,338,98,17,1.86,4.25,0.437647058823529,1052.948333,38.1656804733728,33.8,16.3333333333333
11,11,844,2,"HG18308","IMG-1151.JPG","DSC-0690.JPG",0,1,"NC08-140",117,121,11,4,5,22.6,593,95,68,6.39,17,0.375882352941176,758.0408333,38.1112984822934,53.9090909090909,19
11,18,872,2,"HG18190","IMG-1152.JPG","DSC-0870.JPG",1,1,"GA08510-EL9",120,123,10,4,6,23.4,692,122,103,13.49,25.75,0.523883495145631,1602.687,33.8150289017341,69.2,20.3333333333333
12,8,911,2,"HG18530","IMG-1153.JPG",NA,1,1,"FLLA11116GS-3",119,NA,10,NA,6,21.2,615,125,NA,NA,NA,NA,1538.597333,34.4715447154472,61.5,20.8333333333333
12,2,885,2,"HG18415","IMG-1154.JPG",NA,1,1,"TX13D5261",117,NA,10,NA,6,17,529,103,NA,NA,NA,NA,1702.207167,32.1361058601134,52.9,17.1666666666667
12,11,922,2,"HG18044","IMG-1155.JPG",NA,1,1,"AR06066-5-4",119,NA,12,NA,6,20.3,547,118,NA,NA,NA,NA,1359.361167,37.1115173674589,45.5833333333333,19.6666666666667
15,8,1149,2,"HG18099","IMG-1156.JPG",NA,1,1,"FLLA09089C-12",117,NA,10,NA,6,25.4,617,118,NA,NA,NA,NA,1725.168333,41.1669367909238,61.7,19.6666666666667
15,9,1156,2,"HG18022","IMG-1158.JPG","DSC-0655.JPG",1,1,"AR04029-4",117,121,10,4,6,9.8,333,107,31,4.1,7.75,0.529032258064516,2456.85,29.4294294294294,33.3,17.8333333333333
15,14,1174,2,"HG18496","IMG-1159.JPG",NA,1,1,"NC14-23372",117,NA,10,NA,6,13.3,356,107,NA,NA,NA,NA,1203.663333,37.3595505617978,35.6,17.8333333333333
15,16,1182,2,"HG18021","IMG-1160.JPG","DSC-0681.JPG",0,1,"AR04025-3",116,121,10,4,6,20.1,481,90,83,0,20.75,0,627.181,41.7879417879418,48.1,15
15,12,1165,2,"HG18448","IMG-1161.JPG","DSC-0385.JPG",1,1,"VA10W-112",117,121,10,4,6,17.6,462,115,62,6.93,15.5,0.447096774193548,1128.109333,38.0952380952381,46.2,19.1666666666667
15,12,1166,2,"HG18145","IMG-1162.JPG",NA,0,1,"GA03564-9EE42",118,NA,10,NA,6,15.8,428,122,NA,NA,NA,NA,921.8533333,36.9158878504673,42.8,20.3333333333333
15,7,1147,2,"HG18291","IMG-1163.JPG","DSC-0232.JPG",0,1,"NC05-24112",117,119,10,4,6,11.5,315,114,80,8.44,20,0.422,764.7035,36.5079365079365,31.5,19
15,9,1153,2,"HG18404","IMG-1164.JPG","DSC-0740.JPG",1,1,"TX13D5137",118,121,10,4,6,13.4,389,107,36,4.81,9,0.534444444444444,1250.283,34.4473007712082,38.9,17.8333333333333
15,8,1150,2,"HG18017","IMG-1165.JPG","DSC-0266.JPG",0,1,"AR04006-1",116,119,10,4,6,14.8,379,108,135,16.82,33.75,0.49837037037037,745.6955,39.0501319261214,37.9,18
15,2,1128,2,"HG18315","IMG-1166.JPG","DSC-0227.JPG",0,1,"NC09-21916",117,119,10,4,6,14,408,108,214,27.47,53.5,0.513457943925234,698.8111667,34.3137254901961,40.8,18
15,7,1148,2,"HG18080","IMG-1167.JPG","DSC-0233.JPG",1,1,"ARLA05009F-1-4",117,119,10,4,6,14.8,386,100,134,15.27,33.5,0.455820895522388,1560.365333,38.3419689119171,38.6,16.6666666666667
15,16,1181,2,"HG18189","IMG-1168.JPG",NA,1,1,"GA08261-EL7",NA,NA,10,NA,6,15.3,428,107,NA,NA,NA,NA,1582.965,35.7476635514019,42.8,17.8333333333333
15,5,1140,2,"HG18368","IMG-1169.JPG","DSC-0585.JPG",1,0,"SCAR99080E1",117,121,10,4,6,14.5,432,113,40,4.07,10,0.407,1477.901,33.5648148148148,43.2,18.8333333333333
15,11,1161,2,"HG18495","IMG-1170.JPG","DSC-0617.JPG",1,1,"NC13-23449",117,121,10,4,6,12.9,429,115,38,2.18,9.5,0.229473684210526,1304.380833,30.0699300699301,42.9,19.1666666666667
15,1,1124,2,"Check","IMG-1171.JPG","DSC-0242.JPG",1,1,"Hilliard",116,119,10,4,6,15.9,432,109,103,14.37,25.75,0.558058252427184,1821.241,36.8055555555556,43.2,18.1666666666667
15,13,1172,2,"HG18416","IMG-1172.JPG","DSC-0684.JPG",1,1,"TX14D8130",118,121,10,4,6,20.6,553,98,53,7.26,13.25,0.547924528301887,1074.425,37.251356238698,55.3,16.3333333333333
15,9,1155,2,"HG18194","IMG-1173.JPG","DSC-0234.JPG",1,1,"GAJT020-14E47",117,119,10,4,6,9.2,281,103,89,9.23,22.25,0.414831460674157,1183.958833,32.7402135231317,28.1,17.1666666666667
15,2,1126,2,"HG18184","IMG-1174.JPG","DSC-0595.JPG",1,1,"GA07353-14E19",118,121,10,4,6,16.9,426,114,42,5.65,10.5,0.538095238095238,1666.4305,39.6713615023474,42.6,19
12,8,912,2,"HG18357","IMG-1176.JPG","DSC-0694.JPG",0,1,"NC13-22649",118,121,10,4,6,14.1,430,115,56,6.01,14,0.429285714285714,930.4591667,32.7906976744186,43,19.1666666666667
15,10,1160,2,"HG18574","IMG-1177.JPG",NA,0,1,"NC14-21601",119,NA,10,NA,6,16.6,528,103,NA,NA,NA,NA,549.3698333,31.4393939393939,52.8,17.1666666666667
12,3,891,2,"HG18051","IMG-1178.JPG",NA,0,0,"AR98068-4-1",119,NA,10,NA,6,17.5,468,108,NA,NA,NA,NA,689.8581667,37.3931623931624,46.8,18
15,6,1141,2,"HG18309","IMG-1179.JPG","DSC-0391.JPG",0,1,"NC08-23323",117,121,10,4,6,21.3,554,107,77,9.09,19.25,0.472207792207792,853.2603333,38.4476534296029,55.4,17.8333333333333
15,14,1176,2,"HG18553","IMG-1182.JPG","DSC-0685.JPG",1,1,"LA09304C-43-1",117,121,10,4,6,18,417,118,48,6.79,12,0.565833333333333,1416.839167,43.1654676258993,41.7,19.6666666666667
15,4,1135,2,"HG18399","IMG-1183.JPG","DSC-0584.JPG",0,1,"TX12D4898",118,121,10,4,6,18.7,491,117,68,7.55,17,0.444117647058824,769.4288333,38.0855397148676,49.1,19.5
15,12,1168,2,"HG18424","IMG-1184.JPG",NA,1,1,"TX14D8337",118,NA,10,NA,6,13.4,335,102,NA,NA,NA,NA,1223.245167,40,33.5,17
11,19,875,2,"HG18462","IMG-1185.JPG",NA,1,1,"VA14FHB-28",117,NA,10,NA,6,13.3,433,113,NA,NA,NA,NA,1321.225167,30.715935334873,43.3,18.8333333333333
15,14,1173,2,"HG18521","IMG-1186.JPG",NA,0,1,"FLLA10046C-6",119,NA,10,NA,6,21.6,602,105,NA,NA,NA,NA,861.5873333,35.8803986710963,60.2,17.5
15,12,1167,2,"HG18164","IMG-1187.JPG","DSC-0389.JPG",1,1,"GA061086-14LE23",118,121,11,4,6,17.2,401,119,67,2.86,16.75,0.170746268656716,1195.574,42.8927680798005,36.4545454545455,19.8333333333333
11,20,879,2,"HG18472","IMG-1188.JPG","DSC-0286.JPG",1,1,"ARS14W0857",117,119,9,4,6,12.5,327,112,96,10.97,24,0.457083333333333,1574.651667,38.2262996941896,36.3333333333333,18.6666666666667
15,1,1122,2,"Check","IMG-1189.JPG","DSC-0596.JPG",0,1,"SS8641",117,121,10,4,6,18.1,512,119,20,2.67,5,0.534,827.1105,35.3515625,51.2,19.8333333333333
15,16,1184,2,"HG18047","IMG-1190.JPG",NA,1,1,"AR07119-9-1",119,NA,10,NA,6,18.3,441,108,NA,NA,NA,NA,1610.105,41.4965986394558,44.1,18
15,7,1145,2,"HG18224","IMG-1191.JPG","DSC-0381.JPG",1,1,"LA02150E-35",119,121,10,4,6,14.9,385,89,23,2.31,5.75,0.401739130434783,1217.088,38.7012987012987,38.5,14.8333333333333
12,1,882,2,"Check","IMG-1192.JPG",NA,0,1,"SS8641",119,NA,10,NA,6,15.8,503,116,NA,NA,NA,NA,631.4843333,31.4115308151093,50.3,19.3333333333333
12,9,916,2,"HG18387","IMG-1193.JPG",NA,0,1,"SS8641",119,NA,10,NA,6,17.6,561,127,NA,NA,NA,NA,932.0876667,31.3725490196078,56.1,21.1666666666667
15,3,1131,2,"HG18268","IMG-1194.JPG","DSC-0589.JPG",0,1,"LA08265C-50",117,121,10,4,6,10.8,280,120,87,8.77,21.75,0.403218390804598,590.8776667,38.5714285714286,28,20
15,19,1193,2,"HG18115","IMG-1195.JPG",NA,1,1,"GA001169-G1-10-6-3",NA,NA,11,NA,6,19,531,108,NA,NA,NA,NA,1222.809667,35.7815442561205,48.2727272727273,18
12,1,883,2,"Check","IMG-1196.JPG",NA,1,1,"Jamestown",NA,NA,10,NA,6,18.7,502,118,NA,NA,NA,NA,1075.773833,37.2509960159363,50.2,19.6666666666667
15,10,1158,2,"HG18006","IMG-1197.JPG","DSC-0654.JPG",0,1,"AR00120-11-1",118,121,10,4,6,13.6,339,89,62,6.35,15.5,0.409677419354839,562.2543333,40.117994100295,33.9,14.8333333333333
15,8,1152,2,"HG18116","IMG-1198.JPG","DSC-0747.JPG",1,1,"GA001170-7E26",117,121,10,4,6,14.6,411,111,124,13.02,31,0.42,1031.329667,35.5231143552311,41.1,18.5
15,9,1154,2,"HG18566","IMG-1199.JPG","DSC-0285.JPG",0,1,"NC11360-42",117,119,10,4,6,12.6,329,100,98,11.61,24.5,0.473877551020408,732.0251667,38.2978723404255,32.9,16.6666666666667
15,4,1133,2,"HG18008","IMG-1200.JPG","DSC-0378.JPG",1,1,"AR00196-10-1",117,121,10,4,6,20.4,654,126,52,4.24,13,0.326153846153846,1425.123167,31.1926605504587,65.4,21
12,7,907,2,"HG18103","IMG-1201.JPG","DSC-0697.JPG",1,1,"FLLA09184C-24",118,121,10,4,6,17.7,563,122,35,4.05,8.75,0.462857142857143,1494.224167,31.4387211367673,56.3,20.3333333333333
15,4,1136,2,"HG18037","IMG-1202.JPG","DSC-0581.JPG",1,1,"AR06017-6-2",117,121,10,4,6,18,516,112,56,4.14,14,0.295714285714286,1491.824,34.8837209302326,51.6,18.6666666666667
12,3,890,2,"HG18542","IMG-1203.JPG","DSC-0394.JPG",1,1,"GA091453-16LE7",118,121,10,4,6,13.3,323,99,33,3.24,8.25,0.392727272727273,1248.507167,41.1764705882353,32.3,16.5
11,19,874,2,"HG18161","IMG-1204.JPG",NA,1,1,"GA05304-12E35",117,NA,10,NA,6,18.3,419,107,NA,NA,NA,NA,1362.869333,43.6754176610979,41.9,17.8333333333333
13,19,1034,2,"HG18559","IMG-1205.JPG",NA,1,1,"LA11016DH-18",118,NA,10,NA,6,14,401,111,NA,NA,NA,NA,1143.594,34.9127182044888,40.1,18.5
11,13,849,2,"HG18199","IMG-1206.JPG",NA,1,1,"LA01034D-42-3-C",NA,NA,10,NA,6,15.9,460,119,NA,NA,NA,NA,1845.668167,34.5652173913043,46,19.8333333333333
12,2,888,2,"HG18158","IMG-1207.JPG","DSC-0392.JPG",0,1,"GA051304-12E28",118,121,11,4,6,16.3,536,100,61,7.47,15.25,0.48983606557377,705.346,30.410447761194,48.7272727272727,16.6666666666667
13,19,1036,2,"HG18119","IMG-1208.JPG","DSC-0612.JPG",1,1,"GA00190-7A14",116,121,10,4,6,20.7,481,105,20,3.15,5,0.63,1214.956,43.035343035343,48.1,17.5
15,13,1171,2,"HG18330","IMG-1209.JPG","DSC-0683.JPG",0,1,"NC10-25196",117,121,10,4,6,20.5,598,97,109,14.37,27.25,0.527339449541284,601.7648333,34.2809364548495,59.8,16.1666666666667
11,16,861,2,"HG18442","IMG-1210.JPG","DSC-0598.JPG",0,1,"VA09W-45",117,121,10,4,6,19.6,634,125,54,5.14,13.5,0.380740740740741,920.6228333,30.9148264984227,63.4,20.8333333333333
11,16,862,2,"HG18488","IMG-1211.JPG",NA,1,1,"LA09225C-33-1",118,NA,10,NA,6,20.2,438,116,NA,NA,NA,NA,1641.4805,46.1187214611872,43.8,19.3333333333333
11,16,863,2,"HG18134","IMG-1212.JPG",NA,1,1,"GA02328-8A21",119,NA,10,NA,6,22.3,478,119,NA,NA,NA,NA,1324.481833,46.652719665272,47.8,19.8333333333333
15,5,1139,2,"HG18218","IMG-1213.JPG","DSC-0390.JPG",1,1,"LA01164D-43-7-B",117,121,10,4,6,10.4,327,100,56,4.47,14,0.319285714285714,1160.015,31.8042813455658,32.7,16.6666666666667
15,3,1132,2,"HG18507","IMG-1214.JPG","DSC-0305.JPG",1,1,"AR08109-17-2",117,119,10,4,6,13.7,382,97,113,10.76,28.25,0.380884955752212,1206.376,35.8638743455497,38.2,16.1666666666667
15,5,1138,2,"HG18281","IMG-1215.JPG",NA,1,1,"LA95135",118,NA,10,NA,6,15.5,393,116,NA,NA,NA,NA,1763.697833,39.440203562341,39.3,19.3333333333333
12,1,884,2,"Check","IMG-1216.JPG","DSC-0600.JPG",1,1,"Hilliard",117,121,10,4,6,17.5,549,107,30,4.2,7.5,0.56,1085.472167,31.8761384335155,54.9,17.8333333333333
